Age, Gender, Awareness Type, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target, Camera Distance From Target, Angle Error (Degrees), FC Response
21,F,1,1,3,11,1,11,3,4087,0,0.03321447,6.371282,0.2853053,-1
21,F,1,1,3,12,1,10,2,3854,2,0.4645074,6.425589,4.058833,-1
21,F,1,1,3,13,5,11,3,3676,1,0.183264,6.392732,1.564981,-1
21,F,1,1,3,14,6,12,4,2977,0,0.2657846,12.40077,1.190747,-1
21,F,1,1,3,15,2,11,3,2410,0,2.404486E-07,12.36151,0,-1
21,F,1,1,3,16,2,9,1,2410,0,1.637611E-07,12.41082,0,-1
21,F,1,1,4,1,5,14,2,2065,1,1.299748E-07,6.392175,0,-1
21,F,1,1,4,2,6,13,1,7120,1,0.4827501,12.47229,2.200159,-1
21,F,1,1,4,3,2,16,4,2599,0,0.001363457,12.41379,0,-1
21,F,1,1,4,4,5,13,1,1721,0,1.083494E-07,6.380572,0,-1
21,F,1,1,4,5,6,14,2,1877,1,0.9260517,12.48206,4.220997,-1
21,F,1,1,4,6,2,13,1,1887,0,1.063258,12.4923,4.847958,-1
21,F,1,1,4,7,2,14,2,1877,0,0.226751,12.49194,1.023164,-1
21,F,1,1,4,8,6,15,3,4876,2,0.3911392,12.40928,1.745516,-1
21,F,1,1,4,9,1,16,4,5188,1,0.4270256,6.431412,3.711513,-1
21,F,1,1,4,10,1,14,2,3498,1,2.305417E-07,6.419556,0,-1
21,F,1,1,4,11,5,15,3,2988,0,0.454972,6.382008,4.016735,-1
21,F,1,1,4,12,6,16,4,2766,0,0.6895331,12.45134,3.105452,-1
21,F,1,1,4,13,1,15,3,2888,0,0.1973142,6.399857,1.706283,-1
21,F,1,1,4,14,1,13,1,2087,1,3.578708E-08,6.390167,0,-1
21,F,1,1,4,15,5,16,4,2643,0,0.05636186,6.424182,0.4780633,-1
21,F,1,1,4,16,2,15,3,2921,0,0.0868559,12.36758,0.3921704,-1
21,F,1,1,5,1,1,17,1,1565,0,0.08908273,6.442553,0.7615615,-1
21,F,1,1,5,2,2,18,2,1832,0,0.8928877,12.47562,4.00311,-1
21,F,1,1,5,3,2,19,3,3299,1,0.3114587,12.38831,1.423953,-1
21,F,1,1,5,4,6,17,1,1521,0,0.9178554,12.4614,4.19526,-1
21,F,1,1,5,5,6,18,2,2321,0,0.02429471,12.48203,0.1083524,-1
21,F,1,1,5,6,5,20,4,2866,0,0.3943499,6.438735,3.319774,-1
21,F,1,1,5,7,6,19,3,9999,10,-1,-1,-1,-1
21,F,1,1,5,8,5,18,2,1699,1,0.3620718,6.487129,3.122112,-1
21,F,1,1,5,9,1,20,4,4209,1,8.716152E-08,6.49587,0,-1
21,F,1,1,5,10,1,18,2,3709,0,0.2211708,6.503219,1.842388,-1
21,F,1,1,5,11,2,17,1,9010,6,0.9873757,12.52591,4.488906,-1
21,F,1,1,5,12,5,19,3,9999,6,-1,-1,-1,-1
21,F,1,1,5,13,2,20,4,2876,0,0.6462616,12.45617,2.899621,-1
21,F,1,1,5,14,5,17,1,2055,0,1.855738E-07,6.490935,0,-1
21,F,1,1,5,15,1,19,3,4321,1,0.3025641,6.448354,2.564604,-1
21,F,1,1,5,16,6,20,4,3365,1,0.8866484,12.46102,4.043509,-1
21,F,1,1,6,1,6,22,2,1099,0,0.9201517,12.45592,4.146804,-1
21,F,1,1,6,2,1,23,3,3810,0,1.036478E-07,6.435719,0,-1
21,F,1,1,6,3,5,22,2,1643,0,0.364955,6.447482,3.061006,-1
21,F,1,1,6,4,5,21,1,2310,0,0.4073187,6.441921,3.49536,-1
21,F,1,1,6,5,2,24,4,3010,0,0.4633013,12.46259,2.100589,-1
21,F,1,1,6,6,6,23,3,4354,0,0.6687118,12.40792,3.047932,-1
21,F,1,1,6,7,5,24,4,4143,2,0.09491219,6.448798,0.7979487,-1
21,F,1,1,6,8,6,21,1,6332,1,0.5926436,12.46865,2.702333,-1
21,F,1,1,6,9,2,22,2,4876,7,4.44215E-08,12.49415,0,-1
21,F,1,1,6,10,2,23,3,3099,1,0.4058697,12.40218,1.842813,-1
21,F,1,1,6,11,1,21,1,2010,0,1.224197E-07,6.446679,0,-1
21,F,1,1,6,12,6,24,4,2810,0,0.6717441,12.44192,3.014088,-1
21,F,1,1,6,13,2,21,1,1521,0,0.9814049,12.46174,4.487728,-1
21,F,1,1,6,14,1,22,2,4299,1,0.2902201,6.470452,2.451522,-1
21,F,1,1,6,15,1,24,4,3410,0,0.3597674,6.42923,3.014608,-1
21,F,1,1,6,16,5,23,3,2921,0,0.1559035,6.433347,1.316112,-1
21,F,1,1,7,1,2,25,1,3487,3,0.8854353,12.46075,4.044381,-1
21,F,1,1,7,2,2,26,2,1488,0,0.8247557,12.49164,3.750141,-1
21,F,1,1,7,3,6,27,3,3010,0,0.5251663,12.39649,2.34677,-1
21,F,1,1,7,4,1,28,4,4077,0,0.4170278,6.442651,3.484083,-1
21,F,1,1,7,5,5,27,3,2132,0,0.2370232,6.422739,2.013631,-1
21,F,1,1,7,6,6,28,4,3199,1,0.6221237,12.44335,2.824038,-1
21,F,1,1,7,7,5,26,2,1521,0,0.4588232,6.437964,3.846849,-1
21,F,1,1,7,8,5,25,1,3132,1,0.158731,6.432586,1.341588,-1
21,F,1,1,7,9,1,27,3,2454,1,0.1215838,6.432669,1.029076,-1
21,F,1,1,7,10,5,28,4,4554,1,0.197113,6.442608,1.693504,-1
21,F,1,1,7,11,1,25,1,1477,0,0.05825279,6.437914,0.4941643,-1
21,F,1,1,7,12,2,28,4,2565,0,0.9363179,12.43798,4.212125,-1
21,F,1,1,7,13,6,26,2,1821,1,0.3377781,12.47863,1.529567,-1
21,F,1,1,7,14,2,27,3,2865,0,0.2358224,12.37915,1.068994,-1
21,F,1,1,7,15,1,26,2,1176,0,0.5448155,6.447594,4.62135,-1
21,F,1,1,7,16,6,25,1,1065,0,2.718826E-08,12.45602,0,-1
21,F,1,1,8,1,6,30,2,9999,9,-1,-1,-1,-1
21,F,1,1,8,2,6,29,1,3676,2,0.08449639,12.47206,0.3805216,-1
21,F,1,1,8,3,1,30,2,2099,0,0.04118626,6.486723,0.3488659,-1
21,F,1,1,8,4,5,29,1,1710,0,0.3464336,6.466775,2.987275,-1
21,F,1,1,8,5,2,31,3,9131,13,0.8847756,12.37934,4.043703,-1
21,F,1,1,8,6,2,29,1,1955,0,0.738054,12.47167,3.368367,-1
21,F,1,1,8,7,5,31,3,6232,0,0.1380243,6.469878,1.166675,-1
21,F,1,1,8,8,5,32,4,5143,1,2.30056E-07,6.43963,0,-1
21,F,1,1,8,9,1,31,3,2825,0,1.343047E-07,6.429625,0,-1
21,F,1,1,8,10,6,32,4,2343,0,0.6600237,12.44779,2.963458,-1
21,F,1,1,8,11,5,30,2,2522,2,3.780154E-08,6.442738,0,-1
21,F,1,1,8,12,2,32,4,3177,1,0.1472575,12.43925,0.6596788,-1
21,F,1,1,8,13,1,29,1,1665,0,0.05292528,6.453472,0.4511079,-1
21,F,1,1,8,14,2,30,2,1843,1,1.037853,12.49369,4.719993,-1
21,F,1,1,8,15,6,31,3,2343,0,0.166797,12.39541,0.7576976,-1
21,F,1,1,8,16,1,32,4,3754,0,0.5006551,6.432915,4.219744,-1
21,F,1,1,9,1,1,35,3,2365,0,0.2309558,6.439345,1.941788,-1
21,F,1,1,9,2,6,34,2,2066,1,0.3701569,12.46852,1.658474,-1
21,F,1,1,9,3,6,35,3,2354,0,0.8099682,12.408,3.615684,-1
21,F,1,1,9,4,2,34,2,1532,2,0.08800384,12.4937,0.3961419,-1
21,F,1,1,9,5,6,33,1,1166,0,0.3690754,12.52044,1.655049,-1
21,F,1,1,9,6,1,34,2,1487,0,1.26204E-07,6.479423,0,-1
21,F,1,1,9,7,1,33,1,1354,0,6.755397E-08,6.455779,0,-1
21,F,1,1,9,8,2,35,3,2466,0,0.146365,12.41062,0.6599753,-1
21,F,1,1,9,9,1,36,4,3565,0,0.3582862,6.439996,2.993364,-1
21,F,1,1,9,10,2,33,1,1630,0,0.4306095,12.4606,1.957248,-1
21,F,1,1,9,11,5,35,3,2066,0,0.2021696,6.436801,1.705365,-1
21,F,1,1,9,12,6,36,4,2877,1,0.01799637,12.47596,0.08392937,-1
21,F,1,1,9,13,5,34,2,1121,0,0.2020912,6.442384,1.700884,-1
21,F,1,1,9,14,2,36,4,3065,0,0.6581566,12.44017,2.948956,-1
21,F,1,1,9,15,5,33,1,1454,0,0.05601092,6.420426,0.4747775,-1
21,F,1,1,9,16,5,36,4,3954,0,0.1373515,6.440263,1.157413,-1
21,F,1,1,10,1,6,37,1,1155,0,0.5218016,12.46891,2.346186,-1
21,F,1,1,10,2,1,39,3,2720,1,0.2176555,6.428195,1.850972,-1
21,F,1,1,10,3,2,38,2,1544,1,0.4537406,12.48805,2.054904,-1
21,F,1,1,10,4,6,39,3,3299,0,0.649193,12.39861,2.902657,-1
21,F,1,1,10,5,6,38,2,1365,0,0.5536764,12.45488,2.498732,-1
21,F,1,1,10,6,1,40,4,3899,0,0.07307106,6.442311,0.616438,-1
21,F,1,1,10,7,5,38,2,1544,0,0.4056524,6.437261,3.403983,-1
21,F,1,1,10,8,5,37,1,2021,0,0.1376536,6.431305,1.182171,-1
21,F,1,1,10,9,5,39,3,1943,0,1.158494E-07,6.426923,0,-1
21,F,1,1,10,10,1,37,1,1343,0,0.1385586,6.452691,1.177693,-1
21,F,1,1,10,11,6,40,4,3287,1,0.05040904,12.44069,0.2264194,-1
21,F,1,1,10,12,1,38,2,1688,0,0.1993352,6.466854,1.68435,-1
21,F,1,1,10,13,2,40,4,2821,0,0.04813144,12.43839,0.2176059,-1
21,F,1,1,10,14,2,37,1,2487,0,0.1438064,12.46843,0.6474031,-1
21,F,1,1,10,15,5,40,4,3521,0,0.4925643,6.422294,4.132233,-1
21,F,1,1,10,16,2,39,3,2154,0,0.2835307,12.41287,1.26872,-1
21,F,1,1,11,1,4,42,2,1621,1,0.8586893,12.49893,3.902191,-1
21,F,1,1,11,2,4,43,3,2610,0,0.1301493,12.40279,0.5848376,-1
21,F,1,1,11,3,3,42,2,1921,0,0.005740754,6.471534,0.05233916,-1
21,F,1,1,11,4,5,43,3,2587,0,0.472154,6.426408,3.952749,-1
21,F,1,1,11,5,4,44,4,2821,0,0.09823915,12.44297,0.4414621,-1
21,F,1,1,11,6,5,42,2,1421,0,0.2554341,6.446211,2.139363,-1
21,F,1,1,11,7,6,44,4,3288,0,0.4134586,12.4476,1.839092,-1
21,F,1,1,11,8,4,41,1,5232,4,1.004181,12.56917,4.561624,-1
21,F,1,1,11,9,6,42,2,2543,1,0.6884603,12.49135,3.135003,-1
21,F,1,1,11,10,6,43,3,4987,1,0.1488401,12.49342,0.6702721,-1
21,F,1,1,11,11,3,44,4,3033,0,0.4310398,6.483355,3.613517,-1
21,F,1,1,11,12,3,41,1,1532,0,0.122853,6.49454,1.038163,-1
21,F,1,1,11,13,3,43,3,4132,1,0.1631227,6.443563,1.397878,-1
21,F,1,1,11,14,6,41,1,821,0,0.2583205,12.50732,1.164325,-1
21,F,1,1,11,15,5,44,4,3687,1,1.317043E-07,6.454165,0,-1
21,F,1,1,11,16,5,41,1,1721,0,3.062673E-08,6.430549,0,-1
21,F,1,1,12,1,3,48,4,3532,1,1.315215E-07,6.460793,0,-1
21,F,1,1,12,2,6,46,2,876,0,0.01108946,12.48629,0.04845664,-1
21,F,1,1,12,3,4,47,3,2299,0,0.2307904,12.40713,1.040987,-1
21,F,1,1,12,4,3,45,1,1865,0,0.4495746,6.453369,3.907506,-1
21,F,1,1,12,5,3,46,2,1866,0,0.1649172,6.474463,1.389171,-1
21,F,1,1,12,6,5,47,3,3866,0,0.08998595,6.434934,0.7687222,-1
21,F,1,1,12,7,6,45,1,1243,0,0.7342019,12.48263,3.351235,-1
21,F,1,1,12,8,3,47,3,2110,0,1.688051E-07,6.437226,0,-1
21,F,1,1,12,9,6,48,4,2776,0,0.1340733,12.46997,0.6013339,-1
21,F,1,1,12,10,5,45,1,3165,1,0.5335373,6.453183,4.560164,-1
21,F,1,1,12,11,4,48,4,4232,2,0.9922184,12.45718,4.498278,-1
21,F,1,1,12,12,5,46,2,1799,1,2.943829E-08,6.462445,0,-1
21,F,1,1,12,13,6,47,3,2443,0,0.7537394,12.4109,3.364703,-1
21,F,1,1,12,14,5,48,4,2954,0,0.4087493,6.462454,3.462945,-1
21,F,1,1,12,15,4,45,1,1287,1,0.08506028,12.48062,0.3830841,-1
21,F,1,1,12,16,4,46,2,1166,1,0.6334437,12.50156,2.860197,-1
21,F,1,1,13,1,6,52,4,3132,0,0.4737673,12.45124,2.113592,-1
21,F,1,1,13,2,4,49,1,1277,0,0.8037707,12.47575,3.673704,-1
21,F,1,1,13,3,3,51,3,2798,0,0.09967358,6.438046,0.8437192,-1
21,F,1,1,13,4,4,50,2,1299,0,0.460692,12.50173,2.072543,-1
21,F,1,1,13,5,4,52,4,2532,0,0.47688,12.45038,2.123293,-1
21,F,1,1,13,6,5,50,2,4276,0,0.2615874,6.485281,2.195083,-1
21,F,1,1,13,7,5,49,1,2477,0,0.4107927,6.448592,3.458816,-1
21,F,1,1,13,8,6,51,3,1921,0,0.5494748,12.40095,2.457263,-1
21,F,1,1,13,9,3,50,2,3921,1,5.880226E-08,6.479942,0,-1
21,F,1,1,13,10,3,49,1,1665,0,0.04187706,6.45453,0.3566318,-1
21,F,1,1,13,11,6,50,2,1754,0,0.4178909,12.49345,1.890826,-1
21,F,1,1,13,12,3,52,4,2488,0,0.07534911,6.450036,0.6351982,-1
21,F,1,1,13,13,4,51,3,2954,1,0.8292683,12.41374,3.784342,-1
21,F,1,1,13,14,5,52,4,2677,0,0.1738615,6.476789,1.458308,-1
21,F,1,1,13,15,6,49,1,2576,2,0.9853601,12.53374,4.414682,-1
21,F,1,1,13,16,5,51,3,3954,1,0.0440755,6.454407,0.3732531,-1
21,F,1,1,14,1,3,56,4,2887,0,0.4325525,6.4481,3.602827,-1
21,F,1,1,14,2,5,55,3,2065,0,1.592017E-07,6.478563,0,-1
21,F,1,1,14,3,6,54,2,4443,5,0.1089233,12.48739,0.4889896,-1
21,F,1,1,14,4,5,56,4,3921,0,0.1319592,6.459082,1.108005,-1
21,F,1,1,14,5,4,53,1,1077,0,0.9382559,12.49319,4.276587,-1
21,F,1,1,14,6,6,56,4,2698,0,0.1528758,12.46098,0.6901216,-1
21,F,1,1,14,7,3,53,1,1643,0,2.312198E-07,6.476966,0,-1
21,F,1,1,14,8,4,55,3,2221,0,0.197269,12.42027,0.8842595,-1
21,F,1,1,14,9,3,54,2,2088,0,8.845001E-08,6.485137,0,-1
21,F,1,1,14,10,6,53,1,1454,0,0.5796944,12.48323,2.638414,-1
21,F,1,1,14,11,5,54,2,2443,1,0.2175071,6.467315,1.824991,-1
21,F,1,1,14,12,3,55,3,1710,0,6.483721E-08,6.441269,0,-1
21,F,1,1,14,13,4,54,2,1055,0,0.5685761,12.50886,2.580657,-1
21,F,1,1,14,14,4,56,4,2754,0,0.3563568,12.46645,1.589547,-1
21,F,1,1,14,15,6,55,3,2699,0,0.0972352,12.41044,0.4374548,-1
21,F,1,1,14,16,5,53,1,2121,0,0.2738281,6.42394,2.317227,-1
21,F,1,1,15,1,4,58,2,1043,0,0.04079944,12.5035,0.1845175,-1
21,F,1,1,15,2,3,57,1,1488,0,0.07637386,6.465053,0.6489125,-1
21,F,1,1,15,3,6,58,2,1010,0,0.7577034,12.47931,3.400818,-1
21,F,1,1,15,4,4,59,3,1843,0,0.7131853,12.40684,3.216742,-1
21,F,1,1,15,5,5,60,4,3332,0,0.500208,6.438668,4.204446,-1
21,F,1,1,15,6,6,59,3,2043,0,0.3024059,12.4193,1.353641,-1
21,F,1,1,15,7,6,57,1,1410,0,1.111066E-07,12.4941,0,-1
21,F,1,1,15,8,3,60,4,3188,2,0.2236596,6.454726,1.880968,-1
21,F,1,1,15,9,4,57,1,1143,0,0.4213887,12.48706,1.910903,-1
21,F,1,1,15,10,4,60,4,2454,0,0.3070573,12.45896,1.377572,-1
21,F,1,1,15,11,5,59,3,6387,0,1.774786E-07,6.450733,0.01978234,-1
21,F,1,1,15,12,3,58,2,4176,1,0.2120301,6.484053,1.778723,-1
21,F,1,1,15,13,5,57,1,2232,0,0.1643137,6.430721,1.38903,-1
21,F,1,1,15,14,5,58,2,1832,1,7.245845E-08,6.449867,0,-1
21,F,1,1,15,15,6,60,4,3676,0,0.182587,12.45674,0.8194832,-1
21,F,1,1,15,16,3,59,3,2032,0,0.4224337,6.435475,3.53463,-1
21,F,1,1,16,1,3,62,2,1732,0,0.1608306,6.482034,1.354219,-1
21,F,1,1,16,2,5,61,1,1488,0,0.3811606,6.456363,3.223733,-1
21,F,1,1,16,3,6,64,4,2654,1,0.560165,12.45794,2.522122,-1
21,F,1,1,16,4,5,62,2,1487,0,0.3315276,6.454354,2.804003,-1
21,F,1,1,16,5,6,63,3,2110,0,0.2242821,12.44659,1.006582,-1
21,F,1,1,16,6,3,64,4,2998,0,0.3655502,6.446634,3.061198,-1
21,F,1,1,16,7,6,61,1,2177,0,0.965602,12.48062,4.327983,-1
21,F,1,1,16,8,5,63,3,3021,1,0.02804647,6.46565,0.2382111,-1
21,F,1,1,16,9,6,62,2,1476,2,4.94101E-08,12.50096,0,-1
21,F,1,1,16,10,3,61,1,3210,3,0.1013133,6.441739,0.8697567,-1
21,F,1,1,16,11,4,63,3,2054,0,0.06222973,12.40846,0.2804634,-1
21,F,1,1,16,12,5,64,4,3743,1,0.2675949,6.461953,2.295417,-1
21,F,1,1,16,13,4,62,2,1154,0,0.2146661,12.49367,0.9707584,-1
21,F,1,1,16,14,4,61,1,932,0,0.6222641,12.47695,2.838487,-1
21,F,1,1,16,15,4,64,4,2899,0,0.4184835,12.45405,1.901149,-1
21,F,1,1,16,16,3,63,3,2454,1,0.07378627,6.446359,0.6243232,-1
21,F,1,1,17,1,4,68,4,2776,1,0.775631,12.45621,3.444976,-1
21,F,1,1,17,2,4,65,1,1032,0,0.003724645,12.48743,0.01978234,-1
21,F,1,1,17,3,5,68,4,3854,1,4.949458E-08,6.448683,0,-1
21,F,1,1,17,4,3,66,2,2910,0,0.4071872,6.491164,3.40703,-1
21,F,1,1,17,5,4,67,3,2410,0,0.2317619,12.41051,1.039858,-1
21,F,1,1,17,6,6,65,1,2388,0,0.8037394,12.52753,3.630654,-1
21,F,1,1,17,7,3,68,4,2621,0,0.4677452,6.440979,3.902241,-1
21,F,1,1,17,8,6,66,2,1143,0,0.1268801,12.50666,0.5699261,-1
21,F,1,1,17,9,5,67,3,2687,1,0.07192173,6.467556,0.6094146,-1
21,F,1,1,17,10,5,66,2,1432,0,0.08363762,6.457539,0.7049889,-1
21,F,1,1,17,11,3,65,1,1655,0,0.05322282,6.464136,0.4498048,-1
21,F,1,1,17,12,6,67,3,2665,0,0.3173513,12.40948,1.442658,-1
21,F,1,1,17,13,4,66,2,1176,0,0.2973643,12.49649,1.339107,-1
21,F,1,1,17,14,6,68,4,3665,0,0.4615485,12.44891,2.096392,-1
21,F,1,1,17,15,5,65,1,2554,1,0.3363339,6.428395,2.830615,-1
21,F,1,1,17,16,3,67,3,2143,0,0.5007779,6.445973,4.18067,-1
21,F,1,1,18,1,6,70,2,1076,0,0.06323341,12.45632,0.2846186,-1
21,F,1,1,18,2,4,71,3,2154,0,0.5409613,12.40015,2.416137,-1
21,F,1,1,18,3,3,70,2,2120,0,0.495493,6.476004,4.184509,-1
21,F,1,1,18,4,3,69,1,3221,0,0.006212648,6.459122,0.04845664,-1
21,F,1,1,18,5,3,71,3,1677,0,0.397278,6.44328,3.318358,-1
21,F,1,1,18,6,3,72,4,2776,0,0.5001397,6.441818,4.21733,-1
21,F,1,1,18,7,5,69,1,2432,0,0.4521549,6.443645,3.835073,-1
21,F,1,1,18,8,5,71,3,2587,0,4.636914E-08,6.42878,0,-1
21,F,1,1,18,9,4,70,2,1532,1,0.3662599,12.49644,1.662128,-1
21,F,1,1,18,10,6,69,1,1432,0,0.08343825,12.52772,0.3748225,-1
21,F,1,1,18,11,4,72,4,3243,1,2.152288E-07,12.45136,0,-1
21,F,1,1,18,12,5,70,2,2220,0,0.2865947,6.446061,2.406803,-1
21,F,1,1,18,13,4,69,1,1199,0,0.684201,12.46235,3.124933,-1
21,F,1,1,18,14,6,72,4,2166,1,2.028906E-07,12.48722,0.01978234,-1
21,F,1,1,18,15,6,71,3,2999,1,0.1605218,12.44248,0.7209076,-1
21,F,1,1,18,16,5,72,4,2865,0,0.5324673,6.456205,4.51731,-1
21,F,1,1,1,1,10,2,2,11809,0,-1,-1,-1,1
21,F,1,1,1,2,8,4,4,3321,0,-1,-1,-1,0
21,F,1,1,1,3,10,3,3,3654,0,-1,-1,-1,1
21,F,1,1,1,4,7,2,2,3854,0,-1,-1,-1,0
21,F,1,1,1,5,10,1,1,1454,0,-1,-1,-1,0
21,F,1,1,1,6,8,2,2,1154,0,-1,-1,-1,1
21,F,1,1,1,7,7,3,3,2110,0,-1,-1,-1,0
21,F,1,1,1,8,7,1,1,3021,0,-1,-1,-1,0
21,F,1,1,1,9,10,4,4,1254,0,-1,-1,-1,1
21,F,1,1,1,10,8,3,3,1432,0,-1,-1,-1,1
21,F,1,1,1,11,9,2,2,1210,0,-1,-1,-1,1
21,F,1,1,1,12,9,1,1,2754,0,-1,-1,-1,0
21,F,1,1,1,13,9,4,4,899,0,-1,-1,-1,1
21,F,1,1,1,14,9,3,3,1276,0,-1,-1,-1,1
21,F,1,1,1,15,7,4,4,3343,0,-1,-1,-1,0
21,F,1,1,1,16,8,1,1,1466,0,-1,-1,-1,1
21,F,1,1,2,1,7,4,4,1932,0,-1,-1,-1,1
21,F,1,1,2,2,9,2,2,1088,0,-1,-1,-1,1
21,F,1,1,2,3,10,4,4,1443,0,-1,-1,-1,1
21,F,1,1,2,4,10,3,3,3654,0,-1,-1,-1,0
21,F,1,1,2,5,10,2,2,844,0,-1,-1,-1,1
21,F,1,1,2,6,8,3,3,1333,0,-1,-1,-1,1
21,F,1,1,2,7,9,1,1,1899,0,-1,-1,-1,0
21,F,1,1,2,8,8,2,2,821,0,-1,-1,-1,1
21,F,1,1,2,9,9,4,4,943,0,-1,-1,-1,1
21,F,1,1,2,10,10,1,1,1910,0,-1,-1,-1,0
21,F,1,1,2,11,7,3,3,2176,0,-1,-1,-1,1
21,F,1,1,2,12,8,4,4,2087,0,-1,-1,-1,1
21,F,1,1,2,13,7,1,1,2422,0,-1,-1,-1,1
21,F,1,1,2,14,9,3,3,1065,0,-1,-1,-1,1
21,F,1,1,2,15,7,2,2,6566,0,-1,-1,-1,1
21,F,1,1,2,16,8,1,1,1165,0,-1,-1,-1,0
