Age, Gender, Awareness Type, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target, Camera Distance From Target, Angle Error (Degrees), FC Response
20,F,0,1,10,7,2,37,1,1409,0,0.5527512,12.17399,2.58043,-1
20,F,0,1,10,8,1,38,2,3831,0,0.007106682,6.418924,0.05934703,-1
20,F,0,1,11,1,2,44,4,998,0,0.323555,12.34819,1.455891,-1
20,F,0,1,11,2,1,43,3,1597,0,0.1181049,6.40438,1.01317,-1
20,F,0,1,11,3,1,41,1,2342,0,0.06096558,6.125066,0.5406791,-1
20,F,0,1,11,4,1,44,4,1442,0,0.3530998,6.575761,2.912285,-1
20,F,0,1,11,5,1,42,2,2631,0,0.02644866,6.424665,0.2238118,-1
20,F,0,1,11,6,2,43,3,3609,0,0.6403618,12.18072,2.974864,-1
20,F,0,1,11,7,2,42,2,2187,0,0.145522,12.32597,0.6644077,-1
20,F,0,1,11,8,2,41,1,9999,1,-1,-1,-1,-1
20,F,0,1,12,1,2,48,4,876,0,1.830581E-07,12.353,0,-1
20,F,0,1,12,2,2,45,1,1498,0,0.2874734,12.18407,1.327364,-1
20,F,0,1,12,3,2,47,3,1753,0,0.4432494,12.19338,2.060991,-1
20,F,0,1,12,4,1,48,4,2576,0,0.2232911,6.583988,1.840369,-1
20,F,0,1,12,5,1,45,1,3353,0,0.4115515,6.150072,3.647333,-1
20,F,0,1,12,6,1,46,2,3287,1,0.1554483,6.421115,1.31388,-1
20,F,0,1,12,7,1,47,3,3209,0,0.1267418,6.403333,1.091278,-1
20,F,0,1,12,8,2,46,2,1353,0,1.057147E-07,12.32821,0,-1
20,F,0,1,13,1,1,51,3,3042,0,0.2244702,6.40002,1.933708,-1
20,F,0,1,13,2,1,49,1,1853,0,0.367435,6.132747,3.242142,-1
20,F,0,1,13,3,1,50,2,3331,1,0.01923843,6.416173,0.1631294,-1
20,F,0,1,13,4,2,51,3,2053,0,0.5603949,12.19952,2.601056,-1
20,F,0,1,13,5,2,52,4,954,0,0.2177557,12.36057,0.98238,-1
20,F,0,1,13,6,2,50,2,1065,0,1.305082E-07,12.32763,0,-1
20,F,0,1,13,7,1,52,4,3242,0,0.3926978,6.576364,3.366506,-1
20,F,0,1,13,8,2,49,1,2498,1,0.245396,12.18576,1.132979,-1
20,F,0,1,14,1,2,54,2,6042,1,0.470161,12.31951,2.1411,-1
20,F,0,1,14,2,1,55,3,1965,0,0.2935061,6.404458,2.51614,-1
20,F,0,1,14,3,2,56,4,920,0,0.07638086,12.36045,0.3454843,-1
20,F,0,1,14,4,2,55,3,1153,0,0.3830876,12.19794,1.776631,-1
20,F,0,1,14,5,1,54,2,3187,0,8.347068E-08,6.421968,0.01978234,-1
20,F,0,1,14,6,2,53,1,1642,0,5.146262E-08,12.18112,0,-1
20,F,0,1,14,7,1,56,4,4253,0,0.03640651,6.581206,0.3032579,-1
20,F,0,1,14,8,1,53,1,3920,1,0.05223642,6.121768,0.4639383,-1
20,F,0,1,15,1,2,58,2,4275,0,0.9668505,12.3229,4.46686,-1
20,F,0,1,15,2,1,59,3,2687,0,0.4205572,6.408119,3.617362,-1
20,F,0,1,15,3,1,57,1,4153,0,0.4349396,6.131828,3.820852,-1
20,F,0,1,15,4,1,60,4,1776,0,0.1493885,6.579858,1.235906,-1
20,F,0,1,15,5,1,58,2,2254,0,0.4340322,6.410926,3.677061,-1
20,F,0,1,15,6,2,60,4,887,0,0.1397605,12.35249,0.6318005,-1
20,F,0,1,15,7,2,57,1,1487,0,0.5562078,12.1839,2.564451,-1
20,F,0,1,15,8,2,59,3,1176,0,0.8856554,12.20237,4.07607,-1
20,F,0,1,16,1,2,61,1,1320,0,0.4874797,12.17617,2.258108,-1
20,F,0,1,16,2,1,62,2,2154,0,0.2441265,6.416565,2.061086,-1
20,F,0,1,16,3,1,64,4,2987,1,0.02782837,6.584617,0.23239,-1
20,F,0,1,16,4,2,62,2,4542,0,0.9543911,12.32401,4.398103,-1
20,F,0,1,16,5,2,63,3,2498,1,0.3996317,12.19062,1.844087,-1
20,F,0,1,16,6,2,64,4,842,0,0.2820925,12.35926,1.273493,-1
20,F,0,1,16,7,1,63,3,3387,0,0.1635833,6.407232,1.41056,-1
20,F,0,1,16,8,1,61,1,2832,1,0.1136339,6.124671,1.011044,-1
20,F,0,1,17,1,3,67,3,2542,0,4.093071E-08,6.364635,0,-1
20,F,0,1,17,2,4,68,4,2565,0,0.9259526,12.35525,4.2397,-1
20,F,0,1,17,3,3,66,2,3042,0,0.4319533,6.411467,3.614005,-1
20,F,0,1,17,4,3,65,1,3631,1,3.096711E-08,6.178365,0,-1
20,F,0,1,17,5,3,68,4,2687,0,0.4396874,6.582006,3.699676,-1
20,F,0,1,17,6,4,65,1,1131,0,0.9485368,12.15451,4.365607,-1
20,F,0,1,17,7,4,66,2,1942,1,0.7663235,12.31719,3.478121,-1
20,F,0,1,17,8,4,67,3,1042,0,0.4215419,12.19819,1.956248,-1
20,F,0,1,18,1,3,72,4,4408,0,9.289126E-08,6.553379,0,-1
20,F,0,1,18,2,4,69,1,9664,0,1.007058,12.14866,4.650842,-1
20,F,0,1,18,3,3,71,3,3787,1,0.02601441,6.368486,0.2229358,-1
20,F,0,1,18,4,3,69,1,1442,0,0.507402,6.137201,4.516703,-1
20,F,0,1,18,5,3,70,2,2242,0,0.2281999,6.433133,1.928134,-1
20,F,0,1,18,6,4,72,4,1487,0,1.390449E-07,12.36813,0,-1
20,F,0,1,18,7,4,71,3,1342,0,0.1403976,12.2523,0.645587,-1
20,F,0,1,18,8,4,70,2,1053,0,4.230984E-08,12.30948,0,-1
20,F,0,1,19,1,3,75,3,3742,0,0.5343561,6.428463,4.575602,-1
20,F,0,1,19,2,4,73,1,965,0,0.9782436,12.15295,4.508717,-1
20,F,0,1,19,3,3,74,2,2609,0,0.1074814,6.41929,0.9039564,-1
20,F,0,1,19,4,3,73,1,3454,0,0.5287169,6.191532,4.715841,-1
20,F,0,1,19,5,4,76,4,2654,0,0.7371417,12.39623,3.370517,-1
20,F,0,1,19,6,4,75,3,2698,1,2.45617E-07,12.19397,0.01978234,-1
20,F,0,1,19,7,4,74,2,1042,0,0.1189342,12.3091,0.5395923,-1
20,F,0,1,19,8,3,76,4,2764,0,0.2728761,6.554672,2.295246,-1
20,F,0,1,20,1,3,78,2,1675,0,0.03069219,6.452077,0.2601963,-1
20,F,0,1,20,2,4,79,3,1553,0,0.2454558,12.19083,1.126396,-1
20,F,0,1,20,3,3,80,4,4220,0,0.1765348,6.547564,1.489115,-1
20,F,0,1,20,4,4,77,1,1287,0,0.3813997,12.14637,1.758139,-1
20,F,0,1,20,5,3,79,3,1775,0,1.407918E-07,6.403208,0,-1
20,F,0,1,20,6,4,78,2,1087,0,0.7149617,12.3604,3.23289,-1
20,F,0,1,20,7,3,77,1,3287,0,0.1930148,6.150478,1.751783,-1
20,F,0,1,20,8,4,80,4,1420,0,0.4273909,12.3511,1.928134,-1
20,F,0,1,20,1,1,78,2,1498,0,0.4923751,6.413851,4.170069,-1
20,F,0,1,20,2,1,77,1,1798,1,0.03308861,6.116201,0.2954137,-1
20,F,0,1,20,3,1,80,4,3076,0,0.1215002,6.575844,1.009106,-1
20,F,0,1,20,4,1,79,3,1764,0,0.06086987,6.401399,0.5218958,-1
20,F,0,1,20,5,2,78,2,1186,0,0.09155312,12.32723,0.4154301,-1
20,F,0,1,20,6,2,79,3,3387,0,0.1251353,12.18846,0.577091,-1
20,F,0,1,20,7,2,77,1,1164,0,0.3043998,12.18282,1.403188,-1
20,F,0,1,20,8,2,80,4,1009,0,0.2565589,12.35739,1.168686,-1
20,F,0,1,21,1,1,81,1,2508,1,6.55431E-08,6.116738,0,-1
20,F,0,1,21,2,1,83,3,1820,0,4.047243E-07,6.435064,0,-1
20,F,0,1,21,3,1,82,2,3265,0,0.2404413,6.400871,2.038649,-1
20,F,0,1,21,4,2,84,4,787,0,1.088855E-07,12.3584,0,-1
20,F,0,1,21,5,2,83,3,1498,0,0.9787961,12.20164,4.551608,-1
20,F,0,1,21,6,2,81,1,1209,0,0.4784396,12.18857,2.220261,-1
20,F,0,1,21,7,1,84,4,1676,0,0.2021302,6.583555,1.705595,-1
20,F,0,1,21,8,2,82,2,1098,0,0.838861,12.32128,3.792715,-1
20,F,0,1,22,1,1,87,3,2198,0,0.3021625,6.416845,2.594651,-1
20,F,0,1,22,2,2,88,4,931,0,0.2752194,12.3618,1.253982,-1
20,F,0,1,22,3,1,85,1,1631,0,0.1603056,6.115653,1.417341,-1
20,F,0,1,22,4,2,86,2,1020,0,3.422191E-08,12.32213,0,-1
20,F,0,1,22,5,2,87,3,1109,0,0.8852082,12.20143,4.115802,-1
20,F,0,1,22,6,1,88,4,2453,0,0.4241392,6.59128,3.599619,-1
20,F,0,1,22,7,1,86,2,2376,0,0.1345895,6.406936,1.140209,-1
20,F,0,1,22,8,2,85,1,1231,0,1.864798E-07,12.17365,0,-1
20,F,0,1,23,1,2,90,2,1165,0,0.1690356,12.31923,0.7666831,-1
20,F,0,1,23,2,2,91,3,1042,0,0.004831257,12.19848,0.01978234,-1
20,F,0,1,23,3,1,92,4,1531,0,0.142209,6.589869,1.175198,-1
20,F,0,1,23,4,1,91,3,1253,0,0.1055187,6.419846,0.9026566,-1
20,F,0,1,23,5,2,89,1,1231,0,0.3875428,12.17993,1.786189,-1
20,F,0,1,23,6,2,92,4,787,0,2.62372E-07,12.35556,0,-1
20,F,0,1,23,7,1,90,2,2853,0,0.1217517,6.406926,1.028696,-1
20,F,0,1,23,8,1,89,1,1887,0,0.1359191,6.112838,1.211762,-1
20,F,0,1,24,1,2,94,2,2276,0,0.04676247,12.31923,0.2121421,-1
20,F,0,1,24,2,2,96,4,798,0,0.3188612,12.35357,1.437086,-1
20,F,0,1,24,3,2,93,1,976,0,0.04004496,12.17711,0.1855749,-1
20,F,0,1,24,4,2,95,3,1276,0,0.4294674,12.19642,1.995569,-1
20,F,0,1,24,5,1,93,1,1953,0,0.428535,6.124337,3.7876,-1
20,F,0,1,24,6,1,95,3,3075,1,1.239157E-07,6.414713,0,-1
20,F,0,1,24,7,1,96,4,2320,0,0.0567525,6.583445,0.4743652,-1
20,F,0,1,24,8,1,94,2,2498,0,0.5455125,6.402928,4.628424,-1
20,F,0,1,25,1,2,100,4,742,0,0.4740934,12.35528,2.126517,-1
20,F,0,1,25,2,1,97,1,1998,1,0.1791368,6.116275,1.585726,-1
20,F,0,1,25,3,2,98,2,4698,0,0.5474321,12.32638,2.500533,-1
20,F,0,1,25,4,1,99,3,1287,0,0.006095378,6.415366,0.05233916,-1
20,F,0,1,25,5,1,100,4,2153,1,2.145001E-07,6.587978,0,-1
20,F,0,1,25,6,1,98,2,3198,0,0.1328641,6.407029,1.118026,-1
20,F,0,1,25,7,2,99,3,1043,0,0.9664619,12.19697,4.495883,-1
20,F,0,1,25,8,2,97,1,4508,0,0.456229,12.16827,2.129184,-1
20,F,0,1,26,1,1,103,3,2553,0,0.1396324,6.413909,1.200078,-1
20,F,0,1,26,2,2,104,4,1053,0,0.3452307,12.36028,1.563479,-1
20,F,0,1,26,3,2,102,2,3176,1,0.4400742,12.31659,1.991151,-1
20,F,0,1,26,4,1,104,4,2820,1,0.03984645,6.58771,0.3316129,-1
20,F,0,1,26,5,1,101,1,1665,0,0.1860606,6.111912,1.643777,-1
20,F,0,1,26,6,2,103,3,1076,0,0.2192888,12.18794,1.015485,-1
20,F,0,1,26,7,1,102,2,2731,0,0.5312698,6.404101,4.489124,-1
20,F,0,1,26,8,2,101,1,1498,0,4.12576E-08,12.17285,0,-1
20,F,0,1,27,1,1,106,2,2453,0,1.511906E-07,6.406696,0,-1
20,F,0,1,27,2,1,107,3,4042,1,0.04441303,6.40328,0.3805216,-1
20,F,0,1,27,3,2,108,4,965,0,0.2124696,12.3602,0.9671232,-1
20,F,0,1,27,4,2,105,1,1787,0,0.3508841,12.17504,1.618825,-1
20,F,0,1,27,5,2,106,2,2731,1,0.4105153,12.32788,1.882632,-1
20,F,0,1,27,6,2,107,3,1809,1,0.851085,12.20758,3.897621,-1
20,F,0,1,27,7,1,108,4,1731,0,0.08760724,6.596512,0.7265852,-1
20,F,0,1,27,8,1,105,1,1742,0,0.0755527,6.118898,0.6708556,-1
20,F,0,1,28,1,2,112,4,920,0,0.5104519,12.35483,2.305371,-1
20,F,0,1,28,2,2,111,3,1254,0,0.2375051,12.20701,1.088944,-1
20,F,0,1,28,3,1,109,1,2598,1,0.08581909,6.113074,0.7679582,-1
20,F,0,1,28,4,1,112,4,1331,0,0.4491803,6.581827,3.706286,-1
20,F,0,1,28,5,1,110,2,3576,1,0.5323389,6.4089,4.469403,-1
20,F,0,1,28,6,2,109,1,5120,0,0.02511076,12.18401,0.1170339,-1
20,F,0,1,28,7,2,110,2,1831,0,0.6746658,12.32973,3.042789,-1
20,F,0,1,28,8,1,111,3,2998,0,3.170291E-08,6.428226,0,-1
20,F,0,1,29,1,2,113,1,6487,0,0.3880721,12.24269,1.799941,-1
20,F,0,1,29,2,1,114,2,3231,0,0.3216937,6.425278,2.719086,-1
20,F,0,1,29,3,2,115,3,1087,0,0.4672649,12.2302,2.161389,-1
20,F,0,1,29,4,1,113,1,2742,0,0.2119,6.14985,1.860569,-1
20,F,0,1,29,5,1,116,4,1598,0,0.1935679,6.598601,1.623894,-1
20,F,0,1,29,6,2,114,2,1953,0,0.5028953,12.34493,2.263475,-1
20,F,0,1,29,7,1,115,3,2820,0,0.2358072,6.42443,2.022456,-1
20,F,0,1,29,8,2,116,4,876,0,1.256836E-07,12.37763,0.01978234,-1
20,F,0,1,30,1,1,118,2,1554,0,0.1763437,6.435981,1.487406,-1
20,F,0,1,30,2,1,120,4,2053,0,1.38909E-07,6.609507,0,-1
20,F,0,1,30,3,1,117,1,2320,0,0.1626958,6.147705,1.433541,-1
20,F,0,1,30,4,2,118,2,5997,0,0.02561215,12.33247,0.1186941,-1
20,F,0,1,30,5,2,117,1,3187,0,0.4380877,12.19203,2.024197,-1
20,F,0,1,30,6,2,119,3,1165,0,0.461074,12.21546,2.138173,-1
20,F,0,1,30,7,2,120,4,2909,0,0.9694997,12.38152,4.374929,-1
20,F,0,1,30,8,1,119,3,1365,0,0.1799478,6.435006,1.541927,-1
20,F,0,1,31,1,2,124,4,2887,1,0.8490548,12.38485,3.877675,-1
20,F,0,1,31,2,2,123,3,1087,0,0.0386525,12.22246,0.1769387,-1
20,F,0,1,31,3,1,124,4,1209,0,0.5033233,6.605422,4.135454,-1
20,F,0,1,31,4,2,122,2,3464,1,0.2389929,12.34256,1.08137,-1
20,F,0,1,31,5,2,121,1,1409,0,0.07120071,12.19479,0.3280534,-1
20,F,0,1,31,6,1,122,2,3153,0,3.511647E-08,6.42209,0,-1
20,F,0,1,31,7,1,123,3,2031,0,0.3214651,6.41948,2.772623,-1
20,F,0,1,31,8,1,121,1,1676,0,0.09503385,6.134099,0.8406988,-1
20,F,0,1,32,1,1,127,3,1242,0,0.1099489,6.437426,0.9427382,-1
20,F,0,1,32,2,1,126,2,2075,0,0.03688157,6.418797,0.3127867,-1
20,F,0,1,32,3,1,125,1,1376,0,0.2126298,6.12819,1.872835,-1
20,F,0,1,32,4,2,128,4,798,0,1.524103E-07,12.37751,0,-1
20,F,0,1,32,5,2,127,3,1187,0,0.05020584,12.21791,0.2289973,-1
20,F,0,1,32,6,1,128,4,1720,0,0.3835586,6.605079,3.165763,-1
20,F,0,1,32,7,2,126,2,3831,0,0.8557402,12.34125,3.853562,-1
20,F,0,1,32,8,2,125,1,7964,3,9.180917E-08,12.18844,0,-1
20,F,0,1,33,1,2,132,4,4076,0,0.6772848,12.41069,3.039248,-1
20,F,0,1,33,2,2,131,3,3376,0,0.3710428,12.25097,1.71075,-1
20,F,0,1,33,3,2,129,1,1720,0,1.146531E-07,12.23101,0,-1
20,F,0,1,33,4,2,130,2,4253,0,0.5400056,12.36924,2.430433,-1
20,F,0,1,33,5,1,131,3,1176,0,0.1491363,6.446076,1.275489,-1
20,F,0,1,33,6,1,129,1,1042,0,0.4153709,6.161976,3.652751,-1
20,F,0,1,33,7,1,130,2,1531,0,0.03699088,6.442942,0.3121605,-1
20,F,0,1,33,8,1,132,4,1576,0,0.3967721,6.613704,3.347845,-1
20,F,0,1,34,1,2,134,2,3120,0,0.9971517,12.35906,4.494924,-1
20,F,0,1,34,2,2,135,3,2887,0,0.8986463,12.26112,4.146001,-1
20,F,0,1,34,3,1,133,1,3309,2,0.4649874,6.136504,4.198293,-1
20,F,0,1,34,4,1,134,2,2353,0,0.001369606,6.440585,0,-1
20,F,0,1,34,5,2,133,1,2842,0,0.8788044,12.2184,4.039972,-1
20,F,0,1,34,6,2,136,4,2665,0,0.3479761,12.42007,1.581401,-1
20,F,0,1,34,7,1,135,3,1842,0,0.2527142,6.434413,2.164465,-1
20,F,0,1,34,8,1,136,4,1287,0,0.2677729,6.618151,2.258801,-1
20,F,0,1,35,1,1,137,1,1998,1,0.3298563,6.151322,2.967947,-1
20,F,0,1,35,2,1,140,4,1020,0,1.142188E-07,6.613122,0,-1
20,F,0,1,35,3,2,137,1,4487,0,0.8097064,12.22176,3.727884,-1
20,F,0,1,35,4,2,139,3,1231,0,0.6139796,12.23087,2.84682,-1
20,F,0,1,35,5,2,140,4,820,0,0.2562868,12.39405,1.15233,-1
20,F,0,1,35,6,1,138,2,1454,0,7.948725E-08,6.445017,0,-1
20,F,0,1,35,7,1,139,3,1953,0,2.506874E-08,6.431144,0,-1
20,F,0,1,35,8,2,138,2,2742,0,0.4060802,12.36293,1.858464,-1
20,F,0,1,37,1,4,147,3,1031,0,0.9306798,12.24308,4.321734,-1
20,F,0,1,37,2,3,146,2,2631,0,1.746776E-07,6.440975,0,-1
20,F,0,1,37,3,3,148,4,1265,0,0.3520589,6.579556,2.996109,-1
20,F,0,1,37,4,3,147,3,2820,1,0.001255913,6.416377,0,-1
20,F,0,1,37,5,4,145,1,1353,0,3.137874E-08,12.17605,0,-1
20,F,0,1,37,6,4,148,4,798,0,0.2175703,12.38765,0.989525,-1
20,F,0,1,37,7,4,146,2,1776,0,8.644044E-08,12.39121,0,-1
20,F,0,1,37,8,3,145,1,3676,0,0.4623846,6.213453,4.055406,-1
20,F,0,1,38,1,3,150,2,2053,0,0.3778297,6.444642,3.183584,-1
20,F,0,1,38,2,4,149,1,1242,0,0.1446837,12.21808,0.6661724,-1
20,F,0,1,38,3,3,151,3,1842,1,1.216208E-07,6.426802,0,-1
20,F,0,1,38,4,4,150,2,1020,0,0.9729187,12.35253,4.377167,-1
20,F,0,1,38,5,4,151,3,909,0,0.8795023,12.29182,4.039876,-1
20,F,0,1,38,6,3,152,4,6376,0,3.426495E-07,6.618096,0,-1
20,F,0,1,38,7,3,149,1,1620,0,0.1676143,6.218606,1.473792,-1
20,F,0,1,38,8,4,152,4,1020,0,0.915954,12.42919,4.169224,-1
20,F,0,1,39,1,4,154,2,1465,0,0.9349391,12.35132,4.282629,-1
20,F,0,1,39,2,4,156,4,1976,0,0.9524021,12.39481,4.378554,-1
20,F,0,1,39,3,3,155,3,3709,0,0.01181277,6.398925,0.1008706,-1
20,F,0,1,39,4,3,153,1,9999,0,-1,-1,-1,-1
20,F,0,1,39,5,3,154,2,3409,0,0.04287126,6.433769,0.3620769,-1
20,F,0,1,39,6,3,156,4,1220,0,0.3015592,6.55189,2.487033,-1
20,F,0,1,39,7,4,153,1,1920,1,0.1309149,12.13731,0.6039315,-1
20,F,0,1,39,8,4,155,3,898,0,1.013949,12.20582,4.66766,-1
20,F,0,1,40,1,3,157,1,5642,0,0.1917136,6.1327,1.703068,-1
20,F,0,1,40,2,4,159,3,1065,0,0.4787885,12.19808,2.21072,-1
20,F,0,1,40,3,4,157,1,3020,0,0.1469135,12.18297,0.6786853,-1
20,F,0,1,40,4,3,158,2,3020,0,0.3074141,6.424499,2.572149,-1
20,F,0,1,40,5,4,160,4,1187,0,0.03541031,12.37652,0.1607126,-1
20,F,0,1,40,6,4,158,2,1520,0,0.07478953,12.37189,0.3409232,-1
20,F,0,1,40,7,3,159,3,3054,0,0.4703748,6.383961,4.080392,-1
20,F,0,1,40,8,3,160,4,5909,0,2.971174E-07,6.589521,0,-1
20,F,0,1,41,1,1,163,3,1231,0,0.2591411,6.408465,2.220525,-1
20,F,0,1,41,2,2,162,2,2709,0,0.5365679,12.31566,2.419456,-1
20,F,0,1,41,3,1,161,1,1565,0,7.716333E-08,6.125509,0,-1
20,F,0,1,41,4,2,163,3,1098,0,1.049075E-07,12.19594,0,-1
20,F,0,1,41,5,2,161,1,1187,0,6.88938E-08,12.18773,0,-1
20,F,0,1,41,6,1,164,4,1831,1,0.159123,6.583703,1.315071,-1
20,F,0,1,41,7,1,162,2,1942,0,2.268041E-07,6.421745,0,-1
20,F,0,1,41,8,2,164,4,1009,0,0.6578477,12.35666,3.010839,-1
20,F,0,1,42,1,1,166,2,2765,0,8.828513E-08,6.422231,0,-1
20,F,0,1,42,2,2,167,3,998,0,0.5760654,12.19587,2.675691,-1
